user_id,item_id
14734879,373586555
4132007,289167693
55172237,351427960
47222483,48590053
131832287,360266987
27068950,26365199
2717587,370678452
121559339,86151799
111294118,129754506
12072450,338530403
42873856,89430767
3624631,26571329
20627865,266094503
61790927,123196866
137618175,275834749
108648119,165059063
113853212,137025490
126957564,11400081
141934553,287308537
114880178,249731523
45568595,113879632
27158077,59693051
50285347,99623009
58998438,198732859
60380684,237223630
136275558,16887513
41396203,95774224
24298813,315901816
16997767,349613972
127276245,229723140
139619605,25594490
114458924,38378473
131231825,301628976
108351764,218446594
142007475,376564409
45837941,27985394
104655643,27361289
103214311,91850689
113451809,225309265
102920734,248159157
132721937,56656765
45837941,185636108
127727949,138580316
138222096,101268199
4406018,10098506
117173954,233422089
138222096,192357424
27108064,201501380
132052745,271660386
116525915,227560679
55653785,43832293
18176035,221463765
105813059,285085792
22505112,3948741
47535320,140709866
37638002,46056978
108163037,322845324
127428207,321275014
132626507,179516225
135792408,278753602
59786445,157808836
27576035,149937652
43664339,289603667
39970946,393458344
50325088,224928809
12453885,312901087
16211815,361133617
35350045,9302233
32226301,54155372
3279691,123427374
24814810,288431306
107990435,340780013
50325088,289853271
51284254,247941023
42345877,307866885
45245987,372550973
20988891,65505907
109686096,117861429
57415269,253363464
28180583,237505531
110294650,295483772
51839411,236014327
31790077,67132201
31351747,334052438
22505112,131266741
45837941,386045508
62103155,58834379
3279691,171744453
32352136,67229175
3279691,164299757
3303562,186968184
109682277,295292806
26190472,257273898
6059291,96119771
15913654,141456015
26633944,269213982
3279691,184856809
3279691,212036224
3279691,227766778
3279691,86678879
20752626,346336773
139379200,246955199
3279691,396234645
47588459,203348558
132747710,263014505
36381377,61528802
31351747,310366522
127168527,333532271
3279691,279142515
35469017,267425792
44125952,92045582
57245760,218213058
1383268,149694186
132626507,24376695
45245987,5219854
130279610,293867036
45523403,96524256
24953902,91265060
33905986,67111053
14083845,392710666
126735858,252349934
122181623,192200206
110294650,104185621
45245987,375115568
3279691,93479984
112721758,129792032
43205692,19046121
117346094,362575082
35359669,299228763
36381377,17607309
29903732,161939316
50068951,352631588
118129143,189990136
3279691,211468961
118129143,70722926
12992670,122733700
142225362,11252126
10142625,302377125
6264206,323281899
132626507,140610787
53773250,260232596
15732142,299040862
123746669,99398749
118129143,273257481
26894059,103120757
21326166,216372560
50320480,348818346
3279691,302213143
125996049,90659674
130705664,294288618
10522473,195311090
45837941,282842410
6059291,118093709
110151511,388791026
59486409,16500798
58480044,281496738
108504020,6342490
58053993,68098055
32226301,309849760
40330492,186433159
22505112,241646456
136493844,217887045
131116778,111754222
129319377,205297949
111035143,370894312
59486409,84686004
107990435,363516431
123211175,398204635
41490598,395402484
128015256,319534299
113342504,28185424
120471076,222851513
116523407,119930041
3279691,2497351
109682277,213072889
3279691,57115688
2297827,204319629
3279691,366339376
45523403,331718317
129775149,339546084
103214311,105689941
33236965,326501926
11018253,254704815
16211815,342094236
11018253,264489103
30919120,121318977
127720263,175893882
37712171,12160971
118314669,368083686
43502048,380002471
14498886,337467001
16685395,168330560
112968943,20703698
40796353,167535712
31351747,20825302
3279691,48390409
14640189,183470328
126518094,174289624
640008,299050912
3279691,377514121
110294650,135439798
22726524,272369633
4252574,341957574
20927673,376823168
130720655,167963232
23876152,172778095
113342504,57690711
53283860,284762219
18176035,329298367
106778780,232663396
129690501,393604332
110115430,76839588
140948903,193979784
132159746,110540617
108547046,265698052
3279691,381552605
52689083,259738006
39970946,42818333
103884109,112657413
123650246,106939098
122317958,366253565
140948903,175025919
132959627,332625582
20657253,290186594
103017913,361090555
122317958,310154020
130188650,50721731
18035062,30783944
22505112,72070740
30972130,204439207
127643976,53627090
28774799,183257924
22505112,175784412
18035062,340649708
122317958,403795388
130720655,263368320
138062871,90412888
42793075,18953677
13466895,110030340
61283696,309392996
106115495,125701061
103884109,306679255
34841326,318510293
3279691,11540554
126047058,304951094
51110140,214679457
3279691,3084266
103161370,152140838
39970946,71202290
46971722,365842037
28438301,108087784
3279691,253143378
125256176,377880990
45245987,363081512
13346727,295177427
56871972,51086647
3279691,292141768
13346727,71507195
29713580,305886178
111435559,189644343
34539613,14574857
142094433,273935167
125589239,78531003
20306397,370083472
136275558,298140462
51381793,136705756
119748633,355346300
27926609,92701960
105307832,184671696
35817767,226744093
43673207,235145350
33822250,10717658
113248775,3780209
30655074,216279234
125256176,45390125
61969736,67162755
126376929,81315354
52941353,39705757
33984142,348639046
55523732,371262408
115031243,253513340
47424857,118676012
42631126,116911827
39267725,243497733
104212981,259455470
24211879,26356970
57261369,230128612
118404042,349014848
2356549,300616692
24979429,11906278
58587273,140756932
122741111,160115566
108488723,235086133
118059615,235035292
12966018,299904686
131353646,53336357
107642552,165516009
13401687,123125914
64243962,311358013
10492218,398218053
42966754,21017478
29225615,310922435
38026943,253800192
59745300,6414354
49860627,383780064
58676181,34070354
11999064,236523589
12550569,149447883
44182382,369176897
46312028,120428365
45542840,307378520
31485010,70309583
27625670,182830105
57679953,333028913
125202572,175550726
134998335,316643050
103047301,182926917
28140683,117574024
49060518,314143582
102094417,286683116
39865004,103837500
46394564,235698870
58053993,376282224
109986417,152265035
131915414,284142298
19350731,329789223
44182382,291503193
119603841,401804031
54287375,21398058
14202153,200701519
13401687,366812438
33984142,241309045
35817767,5641661
6232766,16958209
62027162,368798830
65156859,394736444
44182382,314319983
128086359,230129104
127207080,202065504
122200217,165438497
141317495,316100174
125611229,207810108
57261369,214379602
44068940,3209270
57261369,221216831
454872,155827728
141317495,98015889
21079914,62870591
64047083,138374754
10492218,73708863
128788710,152338475
25724410,140076661
50260039,248963042
107204669,83964520
26980240,34093038
30655074,120461526
128063787,12820689
119282190,188581250
64377777,340658714
27968846,124235976
110801380,141519191
140718224,225162309
50515867,134692000
42873856,67457624
13298013,34758510
37736729,40319503
31182685,73233753
5720921,187147393
100714423,271735520
106105154,30088906
59704137,200832415
108034286,359842897
3279691,175325874
13232169,261340743
17790253,184023218
121986074,360130830
125523014,375398587
133757576,213799573
141526457,323684689
55147304,328163743
47184623,83137332
109326356,183529521
115939997,110818069
113598767,384566793
135842889,200643746
58306059,60296449
129991155,240034334
12523584,274121295
3279691,384112855
135378246,154200932
3279691,218927158
124526615,208076430
141317495,399411582
135298434,176004766
126655818,215152933
5250389,326301109
25057879,389008728
20775483,349561368
128300667,257446300
32740786,304554784
57269349,274681524
139305580,104266551
49516506,176012320
113451809,358945187
104904346,30979522
13678830,311047975
51051799,271875244
130937426,394675702
138780010,401070714
27968846,63467183
13232169,221013314
10587282,193658435
32130259,186370726
129719412,157790980
23192563,235099979
44763131,116452912
58587273,167466938
119894940,52978325
40553785,363244023
29645591,234737968
41779519,12387676
10095384,181316590
6074624,320701998
41396203,294957465
108034286,73076698
63325982,7694922
46855430,139702878
119282190,12506382
113521793,270545398
115598690,151603082
122306600,48760785
57977424,379041953
46464890,214588738
115988195,78955408
23072224,289923826
116550278,366613829
55801187,329301415
10587282,90823743
124061987,56911751
19010476,88014907
5318924,37596790
64318839,212384820
126761826,226258285
21902688,383472540
106778951,154455248
3444136,348051408
106292549,61107775
120135586,261735571
139731337,11852059
64860450,76830469
49651266,390276485
124121915,107458466
60146561,18030191
11465955,353166096
112767187,72328021
134712114,246833353
119440845,88192732
51051799,218150457
39865004,282801295
107604134,143929918
41779519,241112741
41686678,385753960
5720921,139074867
50805790,293290251
24298813,328078205
102229108,190534999
137909856,70232024
58517586,386688964
46673681,181249905
117891150,264411428
14142339,286207829
37736729,263271532
113084363,127748323
15019189,13776525
139391047,47762296
131832287,148186578
139619605,174796020
64297794,177230105
120636580,56791973
115803845,168589148
115844210,402461535
139619605,117654879
29017898,239917621
139305580,229960407
102777769,196200832
117173954,120460886
18779575,341552089
17652577,404128202
22694274,103068566
116525915,281853799
137365881,404248191
14073732,149394141
18197581,17877367
17939047,273578661
15917473,69255625
29713580,69845095
27216580,328690184
26882464,198788331
104511697,111806843
50706541,67146802
13795569,328736243
58547772,297190890
15019189,343686004
100640791,9081914
63412553,121053494
32920426,74577375
34754356,123249572
36126962,300588135
118710771,70842687
120059707,143464414
135338118,2135589
110937076,260008281
138037140,122471326
19170635,12665546
36639152,360964247
120929743,224391399
2130130,385070939
55842521,255919626
111231076,341926027
55332659,193319054
127211037,230986307
122181623,384512292
64523469,294467027
13323129,305370209
25730704,124227886
34919803,99184948
113853212,179816632
140830355,232074336
53976869,43508009
58235571,182884383
39086441,219995513
63143549,302800396
17052010,91562674
20170290,94406244
100468048,44540104
42345877,215610767
104328850,177091835
108934622,329576721
105307832,347839436
47171936,335381608
112619968,95867699
104444914,92104387
3285586,313205429
43865924,121076875
20043933,384276622
42295282,130851918
14142339,168750133
3760978,145843147
101454268,106775922
50913052,267015280
113451809,221080232
4086200,171852886
101680957,202261828
103161370,243375747
60940970,173315654
108275372,56868718
190518,63272625
12578052,78311359
21902688,36275103
128705196,215065349
125817855,335467742
13232169,288772252
135936081,336529818
133569077,89236038
126718359,117302188
58053993,160288849
23540458,128200870
115782971,352361456
18249259,80411699
57977424,225812171
59010207,220047612
117173954,300093042
52913276,157317481
116922236,207606660
56852136,344964894
110128897,215069771
139604638,387072577
59140089,177300759
23540458,202327100
2048794,200230624
19554017,319119670
48967362,68940123
14659921,71902310
16183555,208599858
118129143,326328392
49139898,305758421
38379110,324275921
42910015,158736027
118710771,113641177
27275005,224844285
50070856,173284215
43525076,137306933
110581771,108548879
34044799,258885484
1722712,110269029
104317417,303322113
24860206,101410119
56911827,346201402
126718359,361021936
47633249,396056251
126605235,135281442
36572621,232146311
51643160,55216631
47838026,387650064
44763131,4917858
55801187,61058493
42295282,62159050
41368753,38415026
102633271,145592474
29670638,161736132
132673223,178907847
4472513,89444239
121038347,251414689
20718027,86424569
38660360,62881970
14352051,280477307
45837941,322649359
116863343,91329388
119387424,191148649
13082487,384299477
15425119,206663847
34560727,249984226
59256585,367497582
22740879,289110991
58874337,27352556
135785877,298222079
2663914,290447529
135338118,62993276
136903092,58397198
38492429,298117968
27496280,86610821
138714313,325263749
107075849,32967828
29539526,2152073
112721758,74685544
47424857,300524985
130762664,379433087
3320605,135749651
49780473,97633067
13114965,66189388
136124871,2810495
136509498,394040604
57077829,402963221
124526615,163025170
17939047,20024833
46312028,171167959
134979525,338630082
11549529,98420908
35625449,118819976
17939047,154955768
19325000,86579946
61638725,339535255
141317495,294574647
129162123,193749971
40084687,211212406
52058492,302387643
118996137,118770909
29645591,81020708
50114359,283687321
108648119,318050215
100442521,89746795
25619476,202028229
26367970,109882703
102110170,21820024
122836499,197590431
137640381,205571401
42500437,92257615
226017,147089148
41960104,275347731
25236160,321408001
108175886,177558678
3279691,174117294
64318839,210626321
137893632,153896321
111797620,38973190
136693368,249801497
12956532,395322618
63412553,69655700
138001083,291884707
43525076,21461568
139619605,33767452
29747300,107993186
21350424,216964410
14142339,353926910
34938442,153998575
15425119,337877246
62027162,26679503
5129789,327818037
142125648,145040647
122924162,256590914
19699436,38063851
26357800,265903956
46166906,99318851
117373079,48275135
141957980,221893495
105223232,294625230
55172237,227398999
100468048,35516312
119643342,38359527
15797350,284864670
58399743,58034914
116448659,160491730
62879735,382329859
135338118,328164816
55704845,123926255
2805250,275678723
30830259,230120722
125589239,28959072
138560071,316486061
100369825,5599977
13519209,104611420
63230177,198176573
20170290,402390617
59888211,144117016
4501049,264137336
138372165,266336175
129285189,280251797
114328130,264721370
139619605,399931001
127960485,258300047
136275558,244281456
111408973,275065705
111345634,7594213
131801027,360017532
59745300,214934419
11770470,355804168
13750605,233928794
36063452,389929160
52006940,191748347
43877747,359062677
24211879,111098416
56508471,194058404
55731488,173079261
132764240,89989795
30009492,196793876
59480367,155940775
104068372,72720636
55731488,71905552
49860627,382407124
5357789,166002659
30655074,289168768
58806189,330434199
141317495,101196369
21902688,296543098
55731488,333054058
108034286,203542171
124090301,400482699
61720898,246151315
12189507,229645998
61720898,238490762
25647154,282054448
134236257,111618812
57261369,306366009
30655074,288976232
114627644,252828873
43877747,43700339
10713699,175630081
31419541,364978737
134304816,255956033
112457266,392494127
62390834,341567616
54546989,60767815
15180259,261845178
126102987,382845087
139958449,266609619
52087529,378082680
140616629,224191340
15852880,123123516
44259539,46060355
44129372,319007017
14749675,295638019
139379200,125685791
129005694,210440309
21668325,231337200
119377710,157776158
57304824,400901354
52006940,186334804
17307610,161939435
41960104,326497194
54494456,327135119
62896607,265656234
412008,351010464
42966754,396917454
29780294,255340426
114099881,342049652
3638392,256215590
54902963,136599634
110634142,148065344
57314538,89838278
2353423,231049413
11708307,191995593
21333723,240219948
44520563,381622613
35415470,127035660
135936081,172097537
104068372,364470358
45287939,17376809
121077230,398917306
27625670,258897162
55731488,71833677
104068372,380801917
107801330,168675503
41283289,129537887
102033883,207317427
35576897,284313472
134236257,26132278
115461275,351098230
49889355,144806128
108351764,213405299
51294139,383809493
65156859,171667097
42631126,87338071
46312028,288271244
52913276,158227245
134236257,307538506
50936023,248118635
46312028,10680022
52755134,297204357
57261369,78471255
26980240,165192139
128760885,184200517
118107588,303547291
127720263,374458325
18480256,150977227
126997008,184866293
109750608,255923516
33570973,144676769
11999064,220154505
133747292,107954985
13401687,325469249
124210253,62146216
110051854,296253594
57261369,171577340
16886980,334887031
123974099,324723312
18980728,355869551
24211879,56709517
16810168,216144067
126744954,46442908
127144311,265540614
104841235,20515389
57261369,286900548
18055459,104149416
117489347,352812638
125484917,285556319
110005090,166339442
129328245,266140764
126549297,42124134
128902392,362616032
64243962,141390538
52913276,312978580
57261369,363627593
61962620,335635047
105964220,193155783
6057182,61835333
17684644,217521784
62896607,289434434
2130130,88433816
51859808,178381303
114883550,202439502
109682448,233781862
23443147,345527118
140359751,146956170
37845311,374886283
101818222,355248949
30480882,352887322
37121252,309490081
127958352,328583503
57245760,316612440
64832715,170892323
110239930,18732931
132541898,244259612
45245987,380483116
23452243,27384718
132818255,156893057
51647720,123735438
39416999,98320455
116358506,384072476
33659401,351937018
130268234,12906400
3279691,340410631
126420132,263257694
119282190,276682754
129970293,342641045
53403128,99882452
48029748,263906238
34088689,102106753
3279691,98092939
48281037,222685895
39301994,363355240
129035652,8145751
50325088,272236643
16211815,2528976
137335467,68170008
106434227,174868
50325088,214065487
33759268,38217490
48029748,96559105
4252574,72127398
64377777,96877240
61902875,379330069
39970946,168739073
23452243,82707985
19339901,133436906
119282190,171978679
43231033,58058098
40201228,184181655
46209620,56913325
31351747,7168780
21333723,336931449
120585463,148155068
132895100,390899781
45523403,332827637
50260039,275264557
49476423,40790202
37100390,126607021
114370733,304924336
20823969,202444184
111558415,390027324
6264206,78854882
54456266,173204976
39237767,379309310
125199107,86822490
102769309,229467919
36381377,71531534
39846650,201726053
109682277,320954096
34386958,179606963
105579380,44569914
49537083,392608753
16211815,120701085
129775149,16478478
130720655,182105785
122317958,110557520
139287547,217160288
6264206,40953917
3279691,131107527
49756956,322652562
49756956,81028407
43026460,166668740
114686924,75987851
28180583,33789856
34539613,155277773
111311287,95057302
6059291,187844930
142309164,109641622
132394733,153319283
121597187,62616123
54414485,286586652
59786445,178011561
44494127,281077006
139619605,95758257
45649043,256414873
3279691,388905999
105813059,21428127
6264206,208639570
38468798,153468472
64259376,73518062
34539613,177155203
2297827,296820419
45649043,7716468
122930456,285712548
45454379,110939208
107023157,389225066
106361003,292807653
24758644,136139968
